id,country,iso3,latitude,longitude,centroid,role,displacement_type,qualifier,figure,displacement_date,displacement_start_date,displacement_end_date,year,event_id,event_name,event_codes,event_code_types,event_start_date,event_end_date,category,subcategory,type,subtype,old_id,sources,source_url,locations_name,locations_coordinates,locations_accuracy,locations_type,displacement_occurred,created_at,description,link,combined_type
162033,Myanmar,MMR,18.561331,95.171738,"[18.561331, 95.171738]",Recommended figure,Disaster,total,84,2024-09-17,2024-09-16,2024-09-17,2024,26805,Myanmar: Landslide/Wet mass movement - Bago Region (Shwedaung Township) - 16/09/2024,,,2024-09-16,2024-09-16,Weather related,Hydrological,Mass Movement,Landslide/Wet mass movement,,Department of Disaster Management (DDM),https://www.ddm.gov.mm/?p=94935,"Shwedaung Township, Pyay District, West Bago Region, Bago Region, Myanmar","18.561331, 95.171738",County/City/town/Village/Woreda (ADM3),Origin,Displacement reporting preventive evacuations,2024-09-20T01:00:40.306396Z,"Myanmar: 84 displacements (relocated), 16 September - 17 September. A total of 20 households were relocated due to landslide on 16 September in Shwedaung Township, according to national/regional disaster authorities.",https://www.ddm.gov.mm/?p=94935,Mass Movement
162029,Myanmar,MMR,19.89119,96.19445,"[19.89119, 96.19445]",Recommended figure,Disaster,total,317,2024-09-18,2024-09-11,2024-09-18,2024,26803,Myanmar: Flood -  Naypyidaw Union Territory (Pobbathiri Township) - 11/09/2024,,,2024-09-11,2024-09-11,Weather related,Hydrological,Flood,Flood,,Department of Disaster Management (DDM),https://www.ddm.gov.mm/?p=94959,"Pobbathiri Township, Ottara District, Naypyitaw, Myanmar","19.89119, 96.19445",County/City/town/Village/Woreda (ADM3),Origin,,2024-09-20T00:40:51.559182Z,"Myanmar: 317 displacements (destroyed housing), 11 September - 18 September. According to national/regional disaster authorities, a total of 75 households were displaced due to destroyed housing in Pobbathiri Township due to flood on 11 September.",https://www.ddm.gov.mm/?p=94959,Flood
162031,Myanmar,MMR,20.171619,96.141724,"[20.171619, 96.141724]",Recommended figure,Disaster,total,249,2024-09-17,2024-09-11,2024-09-17,2024,26804,Myanmar: Flood - Naypyidaw Union Territory (Tatkon Township) - 11/09/2024,,,2024-09-11,2024-09-11,Weather related,Hydrological,Flood,Flood,,Department of Disaster Management (DDM),https://www.ddm.gov.mm/?p=94945,"Tatkon Township, Ottara District, Naypyitaw, Myanmar","20.171619, 96.141724",County/City/town/Village/Woreda (ADM3),Origin,,2024-09-20T00:49:54.388212Z,"Myanmar: 249 displacements (destroyed housing), 11 September - 17 September. A total of 59 households were displaced due to destroyed housing due to flood on 11 September in Tatkon Township, according to national/regional disaster authorities.",https://www.ddm.gov.mm/?p=94945,Flood
162036,Myanmar,MMR,19.05456,96.740707,"[19.05456, 96.740707]",Recommended figure,Disaster,total,4,2024-09-14,2024-09-11,2024-09-14,2024,26807,Myanmar: Landslide/Wet mass movement - Kayin State (Thandaunggyi Township) - 11/09/2024,,,2024-09-11,2024-09-11,Weather related,Hydrological,Mass Movement,Landslide/Wet mass movement,,Department of Disaster Management (DDM),https://www.ddm.gov.mm/?p=94828,"Thandaunggyi Township, Hpa-An District, Kayin, Myanmar","19.05456, 96.740707",County/City/town/Village/Woreda (ADM3),Origin,,2024-09-20T01:27:44.805641Z,"Myanmar: 4 displacements (destroyed housing), 11 September - 14 September. Landslide resulted in a total of 1 household being displaced due to destroyed housing in Thandaunggyi Township on 11 September, according to national/regional disaster authorities.",https://www.ddm.gov.mm/?p=94828,Mass Movement
162035,Myanmar,MMR,17.350109,94.956322,"[17.350109, 94.956322]",Recommended figure,Disaster,total,10,2024-09-13,2024-09-11,2024-09-13,2024,26806,Myanmar: Landslide - Ayeyarwady (Yegyi Township) - 11/09/2024,,,2024-09-11,2024-09-11,Weather related,Hydrological,Mass Movement,Landslide/Wet mass movement,,Department of Disaster Management (DDM),https://www.ddm.gov.mm/?p=94873,"Yegyi, Pathein, Ayeyarwady, Myanmar","17.350109, 94.956322",County/City/town/Village/Woreda (ADM3),Origin,Displacement without preventive evacuations reported,2024-09-20T01:18:56.104712Z,"Myanmar: 10 displacements (relocated), 11 September - 13 September. Landslide resulted in a total of 10 people being relocated in Yegyi Township on 11 September, according to national/regional disaster authorities.",https://www.ddm.gov.mm/?p=94873,Mass Movement
162410,Myanmar,MMR,22.820789,98.005898,"[22.820789, 98.005898]",Recommended figure,Conflict,total,1900,2024-09-16,2024-09-09,2024-09-16,2024,21086,Myanmar: Non-International armed conflict (NIAC) - Shan State (North & South) - 01/01/2024,,,2024-01-01,2024-12-31,,,,,,UNHCR Myanmar,https://data.unhcr.org/en/documents/details/111292,"North Shan State, Shan State, Myanmar","22.820789, 98.005898",District/Zone/Department (ADM2),Destination,Displacement without preventive evacuations reported,2024-09-23T12:46:17.912847Z,"Myanmar: 1,900 displacements, 09 September - 16 September. Non-international armed conflict (niac) resulted in a total of 1900 people being displaced in North Shan State on 9 September, according to UNHCR Myanmar.",https://data.unhcr.org/en/documents/details/111292,Conflict
162413,Myanmar,MMR,26.020769,97.491928,"[26.020769, 97.491928]",Recommended figure,Conflict,total,1700,2024-09-16,2024-09-09,2024-09-16,2024,21077,Myanmar: Non-International armed conflict (NIAC) - Kachin State - 01/01/2024,,,2024-01-01,2024-12-31,,,,,,UNHCR Myanmar,https://data.unhcr.org/en/documents/details/111292,"Kachin State, Myanmar","26.020769, 97.491928",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2024-09-23T12:46:18.077446Z,"Myanmar: 1,700 displacements, 09 September - 16 September. A total of 1700 people were displaced due to non-international armed conflict (niac) on 9 September in Kachin State, according to UNHCR Myanmar.",https://data.unhcr.org/en/documents/details/111292,Conflict
162412,Myanmar,MMR,12.27192,98.489594,"[12.27192, 98.489594]",Recommended figure,Conflict,total,2000,2024-09-16,2024-09-09,2024-09-16,2024,21081,Myanmar: Non-International armed conflict (NIAC) - Tanintharyi Region - 01/01/2024,,,2024-01-01,2024-12-31,,,,,,UNHCR Myanmar,https://data.unhcr.org/en/documents/details/111292,"Tanintharyi Region, Myanmar","12.27192, 98.489594",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2024-09-23T12:46:18.021156Z,"Myanmar: 2,000 displacements, 09 September - 16 September. According to UNHCR Myanmar, a total of 2000 people were displaced in Tanintharyi Region due to non-international armed conflict (niac) on 9 September",https://data.unhcr.org/en/documents/details/111292,Conflict
162411,Myanmar,MMR,20.98724,95.765671,"[20.98724, 95.765671]",Recommended figure,Conflict,total,6400,2024-09-16,2024-09-09,2024-09-16,2024,24200,Myanmar: Non-International armed conflict (NIAC) - Mandalay Region - 01/01/2024,,,2024-01-01,2024-12-31,,,,,,UNHCR Myanmar,https://data.unhcr.org/en/documents/details/111292,"Mandalay Region, Myanmar","20.98724, 95.765671",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2024-09-23T12:46:17.967149Z,"Myanmar: 6,400 displacements, 09 September - 16 September. According to UNHCR Myanmar, a total of 6400 people were displaced in Mandalay Region due to non-international armed conflict (niac) on 9 September",https://data.unhcr.org/en/documents/details/111292,Conflict
162271,Myanmar,MMR,17.431021,97.024712,"[17.431021, 97.024712]",Recommended figure,Disaster,total,608,2024-09-12,2024-09-07,2024-09-12,2024,26824,Myanmar: Flood - Mon State (Kyaikto Township) - 07/09/2024,,,2024-09-07,2024-09-11,Weather related,Hydrological,Flood,Flood,,Department of Disaster Management (DDM),https://www.ddm.gov.mm/?p=94743,"Kyaikto, Thaton, Mon, Myanmar","17.431021, 97.024712",County/City/town/Village/Woreda (ADM3),Origin,Displacement without preventive evacuations reported,2024-09-21T00:20:49.554957Z,"Myanmar: 608 displacements (sheltered), 07 September - 12 September. A total of 144 households were sheltered due to flood on 7 September in Kyaikto, according to national/regional disaster authorities.",https://www.ddm.gov.mm/?p=94743,Flood
162355,Myanmar,MMR,12.27192,98.489594,"[12.27192, 98.489594]",Recommended figure,Conflict,total,22100,2024-09-09,2024-09-02,2024-09-09,2024,21081,Myanmar: Non-International armed conflict (NIAC) - Tanintharyi Region - 01/01/2024,,,2024-01-01,2024-12-31,,,,,,UNHCR Myanmar,https://data.unhcr.org/en/documents/details/111123,"Tanintharyi Region, Myanmar","12.27192, 98.489594",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2024-09-23T11:47:47.186102Z,"Myanmar: 22,100 displacements, 02 September - 09 September. A total of 22100 people were displaced due to non-international armed conflict (niac) on 2 September in Tanintharyi Region, according to UNHCR Myanmar.",https://data.unhcr.org/en/documents/details/111123,Conflict
162356,Myanmar,MMR,26.020769,97.491928,"[26.020769, 97.491928]",Recommended figure,Conflict,total,6500,2024-09-09,2024-09-02,2024-09-09,2024,21077,Myanmar: Non-International armed conflict (NIAC) - Kachin State - 01/01/2024,,,2024-01-01,2024-12-31,,,,,,UNHCR Myanmar,https://data.unhcr.org/en/documents/details/111123,"Kachin State, Myanmar","26.020769, 97.491928",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2024-09-23T11:47:47.232458Z,"Myanmar: 6,500 displacements, 02 September - 09 September. Non-international armed conflict (niac) resulted in a total of 6500 people being displaced in Kachin State on 2 September, according to UNHCR Myanmar.",https://data.unhcr.org/en/documents/details/111123,Conflict
162352,Myanmar,MMR,20.98724,95.765671,"[20.98724, 95.765671]",Recommended figure,Conflict,total,44400,2024-09-09,2024-09-02,2024-09-09,2024,24200,Myanmar: Non-International armed conflict (NIAC) - Mandalay Region - 01/01/2024,,,2024-01-01,2024-12-31,,,,,,UNHCR Myanmar,https://data.unhcr.org/en/documents/details/111123,"Mandalay Region, Myanmar","20.98724, 95.765671",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2024-09-23T11:47:47.031966Z,"Myanmar: 44,400 displacements, 02 September - 09 September. Non-international armed conflict (niac) resulted in a total of 44400 people being displaced in Mandalay Region on 2 September, according to UNHCR Myanmar.",https://data.unhcr.org/en/documents/details/111123,Conflict
162353,Myanmar,MMR,22.01824,93.503799,"[22.01824, 93.503799]",Recommended figure,Conflict,total,4200,2024-09-09,2024-09-02,2024-09-09,2024,21085,Myanmar: Non-International armed conflict (NIAC) - Chin State - 01/01/2024,,,2024-01-01,2024-12-31,,,,,,UNHCR Myanmar,https://data.unhcr.org/en/documents/details/111123,"Chin State, Myanmar","22.01824, 93.503799",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2024-09-23T11:47:47.087165Z,"Myanmar: 4,200 displacements, 02 September - 09 September. Non-international armed conflict (niac) resulted in a total of 4200 people being displaced in Chin State on 2 September, according to UNHCR Myanmar.",https://data.unhcr.org/en/documents/details/111123,Conflict
162354,Myanmar,MMR,20.78562,97.532921,"[20.78562, 97.532921]",Recommended figure,Conflict,total,1900,2024-09-09,2024-09-02,2024-09-09,2024,21086,Myanmar: Non-International armed conflict (NIAC) - Shan State (North & South) - 01/01/2024,,,2024-01-01,2024-12-31,,,,,,UNHCR Myanmar,https://data.unhcr.org/en/documents/details/111123,"South Shan State, Shan State, Myanmar","20.78562, 97.532921",District/Zone/Department (ADM2),Destination,Displacement without preventive evacuations reported,2024-09-23T11:47:47.136175Z,"Myanmar: 1,900 displacements, 02 September - 09 September. A total of 1900 people were displaced due to non-international armed conflict (niac) on 2 September in South Shan State, according to UNHCR Myanmar.",https://data.unhcr.org/en/documents/details/111123,Conflict
162351,Myanmar,MMR,18.32782,95.64238,"[18.32782, 95.64238]",Recommended figure,Conflict,total,1400,2024-09-09,2024-09-02,2024-09-09,2024,21083,Myanmar: Non-International armed conflict (NIAC) - Bago Region (East & West) - 01/01/2024,,,2024-01-01,2024-12-31,,,,,,UNHCR Myanmar,https://data.unhcr.org/en/documents/details/111123,"West Bago Region, Bago Region, Myanmar","18.32782, 95.64238",District/Zone/Department (ADM2),Destination,Displacement without preventive evacuations reported,2024-09-23T11:47:46.973458Z,"Myanmar: 1,400 displacements, 02 September - 09 September. According to UNHCR Myanmar, a total of 1400 people were displaced in West Bago Region due to non-international armed conflict (niac) on 2 September",https://data.unhcr.org/en/documents/details/111123,Conflict
160997,Myanmar,MMR,18.561331,95.171738,"[18.561331, 95.171738]",Recommended figure,Disaster,total,25,2024-08-31,2024-08-31,2024-08-31,2024,26588,Myanmar: Landslide - Bago Region (Shwedaung Township) - 31/08/2024,,,2024-08-31,2024-08-31,Weather related,Hydrological,Mass Movement,Landslide/Wet mass movement,,Department of Disaster Management (DDM),https://www.ddm.gov.mm/?p=94657,"Shwedaung Township, Pyay District, West Bago Region, Bago Region, Myanmar","18.561331, 95.171738",County/City/town/Village/Woreda (ADM3),Origin,Displacement reporting preventive evacuations,2024-09-09T20:47:12.998332Z,"Myanmar: 25 displacements, 31 August - 31 August. According to national/regional disaster authorities, a total of 6 households were displaced in Shwedaung Township due to landslide/wet mass movement on 31 August",https://www.ddm.gov.mm/?p=94657,Mass Movement
160902,Myanmar,MMR,22.01824,93.503799,"[22.01824, 93.503799]",Recommended figure,Conflict,total,100,2024-09-02,2024-08-26,2024-09-02,2024,21085,Myanmar: Non-International armed conflict (NIAC) - Chin State - 01/01/2024,,,2024-01-01,2024-12-31,,,,,,UNHCR Myanmar,https://data.unhcr.org/en/documents/details/110993,"Chin State, Myanmar","22.01824, 93.503799",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2024-09-06T12:09:34.484017Z,"Myanmar: 100 displacements, 26 August - 02 September. A total of 100 people were displaced due to non-international armed conflict (niac) on 26 August in Chin State, according to UNHCR Myanmar.",https://data.unhcr.org/en/documents/details/110993,Conflict
160903,Myanmar,MMR,20.78562,97.532921,"[20.78562, 97.532921]",Recommended figure,Conflict,total,500,2024-09-02,2024-08-26,2024-09-02,2024,21086,Myanmar: Non-International armed conflict (NIAC) - Shan State (North & South) - 01/01/2024,,,2024-01-01,2024-12-31,,,,,,UNHCR Myanmar,https://data.unhcr.org/en/documents/details/110993,"South Shan State, Shan State, Myanmar","20.78562, 97.532921",District/Zone/Department (ADM2),Destination,Displacement without preventive evacuations reported,2024-09-06T12:09:34.551592Z,"Myanmar: 500 displacements, 26 August - 02 September. A total of 500 people were displaced due to non-international armed conflict (niac) on 26 August in South Shan State, according to UNHCR Myanmar.",https://data.unhcr.org/en/documents/details/110993,Conflict
160907,Myanmar,MMR,24.47151,95.465286,"[24.47151, 95.465286]",Recommended figure,Conflict,total,6400,2024-09-02,2024-08-26,2024-09-02,2024,21078,Myanmar: Non-International armed conflict (NIAC) - Sagaing Region - 01/01/2024,,,2024-01-01,2024-12-31,,,,,,UNHCR Myanmar,https://data.unhcr.org/en/documents/details/110993,"Sagaing, Myanmar","24.47151, 95.465286",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2024-09-06T12:09:34.832164Z,"Myanmar: 6,400 displacements, 26 August - 02 September. A total of 6400 people were displaced due to non-international armed conflict (niac) on 26 August in Sagaing, according to UNHCR Myanmar.",https://data.unhcr.org/en/documents/details/110993,Conflict
160904,Myanmar,MMR,12.27192,98.489594,"[12.27192, 98.489594]",Recommended figure,Conflict,total,200,2024-09-02,2024-08-26,2024-09-02,2024,21081,Myanmar: Non-International armed conflict (NIAC) - Tanintharyi Region - 01/01/2024,,,2024-01-01,2024-12-31,,,,,,UNHCR Myanmar,https://data.unhcr.org/en/documents/details/110993,"Tanintharyi Region, Myanmar","12.27192, 98.489594",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2024-09-06T12:09:34.624243Z,"Myanmar: 200 displacements, 26 August - 02 September. A total of 200 people were displaced due to non-international armed conflict (niac) on 26 August in Tanintharyi Region, according to UNHCR Myanmar.",https://data.unhcr.org/en/documents/details/110993,Conflict
160905,Myanmar,MMR,20.274799,94.736221,"[20.274799, 94.736221]",Recommended figure,Conflict,total,1100,2024-09-02,2024-08-26,2024-09-02,2024,21079,Myanmar: Non-International armed conflict (NIAC) - Magway Region - 01/01/2024,,,2024-01-01,2024-12-31,,,,,,UNHCR Myanmar,https://data.unhcr.org/en/documents/details/110993,"Magway Region, Myanmar","20.274799, 94.736221",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2024-09-06T12:09:34.701947Z,"Myanmar: 1,100 displacements, 26 August - 02 September. A total of 1100 people were displaced due to non-international armed conflict (niac) on 26 August in Magway Region, according to UNHCR Myanmar.",https://data.unhcr.org/en/documents/details/110993,Conflict
160901,Myanmar,MMR,22.820789,98.005898,"[22.820789, 98.005898]",Recommended figure,Conflict,total,400,2024-09-02,2024-08-26,2024-09-02,2024,21086,Myanmar: Non-International armed conflict (NIAC) - Shan State (North & South) - 01/01/2024,,,2024-01-01,2024-12-31,,,,,,UNHCR Myanmar,https://data.unhcr.org/en/documents/details/110993,"North Shan State, Shan State, Myanmar","22.820789, 98.005898",District/Zone/Department (ADM2),Destination,Displacement without preventive evacuations reported,2024-09-06T12:09:34.362184Z,"Myanmar: 400 displacements, 26 August - 02 September. Non-international armed conflict (niac) resulted in a total of 400 people being displaced in North Shan State on 26 August, according to UNHCR Myanmar.",https://data.unhcr.org/en/documents/details/110993,Conflict
160906,Myanmar,MMR,19.40822,94.100594,"[19.40822, 94.100594]",Recommended figure,Conflict,total,18400,2024-09-02,2024-08-26,2024-09-02,2024,21080,Myanmar: Non-International armed conflict (NIAC) - Rakhine State (Central & North) - 01/01/2024,,,2024-01-01,2024-12-31,,,,,,UNHCR Myanmar,https://data.unhcr.org/en/documents/details/110993,"Rakhine, Myanmar","19.40822, 94.100594",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2024-09-06T12:09:34.774391Z,"Myanmar: 18,400 displacements, 26 August - 02 September. A total of 18400 people were displaced due to non-international armed conflict (niac) on 26 August in Rakhine Central, according to UNHCR Myanmar.",https://data.unhcr.org/en/documents/details/110993,Conflict
159876,Myanmar,MMR,19.91049,96.026352,"[19.91049, 96.026352]",Recommended figure,Disaster,total,4,2024-08-23,2024-08-23,2024-08-23,2024,26408,Myanmar: Flood - Naypyidaw Union Territory (Ottarathiri Township) - 23/08/2024,,,2024-08-23,2024-08-23,Weather related,Hydrological,Flood,Flood,,Department of Disaster Management (DDM),https://www.ddm.gov.mm/?p=94535,"Ottarathiri Township, Ottara District, Naypyitaw, Myanmar","19.91049, 96.026352",County/City/town/Village/Woreda (ADM3),Origin,,2024-08-28T09:18:54.152192Z,"Myanmar: 4 displacements (destroyed housing), 23 August - 23 August. A total of 1 household were displaced due to destroyed housing due to flood on 23 August in Ottarathiri Township, according to national/regional disaster authorities.",https://www.ddm.gov.mm/?p=94535,Flood
