Country Name,Country Code,Series Name,Series Code,1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Afghanistan,AFG,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,..,..,..,..,..,..,20.97091936,20.98234866,22.54133877,24.10033283,25.66623994,27.23918874,28.81226623,30.46653361,32.12870461,33.79895774,35.47747099,37.16457222,38.86030503,40.56485238,42.27840265,44.00130864,45.73360216,47.4776158,49.23414442,51.00348109,52.64900094,54.29858974,55.95194129,..
Afghanistan,AFG,Voice and Accountability: Estimate,VA.EST,..,..,-1.90854013,..,-2.039301157,..,-2.031417131,..,-1.433421016,-1.177571177,-1.203033924,-1.12542963,-1.110293984,-1.057653904,-1.168901801,-1.375495195,-1.404467344,-1.335976958,-1.267430067,-1.240139127,-1.135522604,-1.117628098,-1.037836909,-0.990954161,-1.007686734,-1.006712914,-1.078266859,-1.568389416,-1.753528714,-1.85290134
Afghanistan,AFG,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,..,..,..,..,..,..,..,..,..,..,..,42.093,42.062,41.984,41.985,41.901,41.84,41.856,41.644,41.481,41.321,41.857,42.362,42.84,42.766,42.642,53.764,52.685,55.619,55.558
Afghanistan,AFG,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.058,..,..,42.84,..,..,53.764,43.769,..,..
Albania,ALB,Consumer price index (2010 = 100),FP.CPI.TOTL,37.80784628,40.75429437,45.94047306,61.18364806,73.81370218,74.10116053,74.13822455,76.44213532,82.3820912,82.78082267,84.6682413,86.67198462,88.7267419,91.32881552,94.36172758,96.50083443,100,103.4291232,105.5303817,107.5751604,109.3241873,111.3971641,112.8179589,115.0592696,117.3927402,119.0492584,120.9789119,123.448662,131.7508348,..
Albania,ALB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,22.56505269,7.793218538,12.72547781,33.18027438,20.64285887,0.389437654,0.050018136,3.10758827,7.770525834,0.484002612,2.280019169,2.366581957,2.370728319,2.932682482,3.320870904,2.266922095,3.626046956,3.429123247,2.031592684,1.937620802,1.625865044,1.896174026,1.275431684,1.986661332,2.028059631,1.41109079,1.620886617,2.041471631,6.725202715,..
Albania,ALB,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.8,..,..,..,0.8,0.7,0.3,..,..,..,..,..
Albania,ALB,Gini index,SI.POV.GINI,..,..,27,..,..,..,..,..,31.7,..,..,30.6,..,..,30,..,..,..,29,..,34.6,32.8,33.7,33.1,30.1,30.1,29.4,..,..,..
Albania,ALB,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,6.635781416,2.772776817,4.659873675,15.01619747,9.599104077,5.394390063,4.478135531,4.824027477,7.456607186,5.499530472,5.230061152,6.216615666,8.229344982,6.169520391,6.734375103,7.101659333,10.27592781,11.8316387,14.28688513,13.5183702,17.53496614,33.524216,15.16811956,11.14093814,20.69174929,12.08254781,29.71549468,14.53503206,9.511870263,..
Albania,ALB,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,0.96485391,0.427576456,0.650409104,1.045675232,0.816980177,0.779443689,0.837415903,0.978010699,1.364199252,0.994083806,1.033749375,1.277093785,1.97836505,1.600279248,1.953437799,2.060275329,3.222639015,3.742105584,4.436913941,4.234448054,5.488332155,10.24058354,4.898081741,3.930889035,7.172547528,4.206903809,7.665651308,4.998636079,3.935184328,..
Albania,ALB,Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,13.7,..,..,..,..,..,5.7,..,..,..,..,..,1.9,..,..,..,..
Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,100,99.6,99.6,99.7,99.9,99.9,100,100,99.9,99.9,100,100,100,100,100,..
Albania,ALB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.9,99.8,99.9,100,99.7,99.7,100,100,100,100,100,..
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,586.4161351,750.6044492,1009.977111,717.3800477,813.7893966,1033.242532,1126.68334,1281.659826,1425.124219,1846.120121,2373.581292,2673.787816,2972.743621,3595.038295,4370.539716,4114.134033,4094.349686,4437.141161,4247.631343,4413.063383,4578.633208,3952.803574,4124.05539,4531.032207,5287.660801,5396.214243,5343.037704,6377.203096,6810.114041,8367.775731
Albania,ALB,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..,..,..,..,..,..,37.04000092,..,..,..,..,..,..,39.88999939,..,42.06150436,43.49000168,45.27999878,43.75576019,45.98270416,48.18636322,46.98451996,46.35334015,49.88580704,50.71289444,..,51.84251022,53.26848602,..
Albania,ALB,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS,..,..,..,..,..,..,..,32.11999893,..,..,..,..,..,..,35.29000092,..,38.40398788,38.72999954,44.49000168,38.77527237,40.79601669,43.44815826,41.93749237,42.22019958,45.2219162,46.06208801,..,47.08532715,48.63045502,..
Albania,ALB,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,..,..,..,..,..,..,..,42.06999969,..,..,..,..,..,..,44.99000168,..,46.0092392,48.43000031,46.15000153,49.15220261,51.54824448,53.1829834,52.18162537,50.7673111,54.74224854,55.50825119,..,56.75392532,58.11921692,..
Albania,ALB,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,..,..,..,..,..,..,..,94.84999847,..,..,..,..,..,..,94.95999908,..,96.7456665,97.31999969,96.88999939,96.69302368,97.79640961,98.04029846,97.82073975,97.26300812,97.77290344,98.05966187,..,98.11872864,98.34054565,..
Albania,ALB,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..,..,..,..,..,..,..,91.40000153,..,..,..,..,..,..,92.40000153,..,95.70057678,95.84999847,95.51000214,95.93537903,96.52010345,97.06124115,97.2195816,96.51275635,97.09796143,97.44450378,..,97.82593536,97.85314178,..
Albania,ALB,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,..,..,..,..,..,..,..,88.01999664,..,..,..,..,..,..,90.08000183,..,94.73231506,94.43000031,94.26000214,95.20362091,95.33075714,96.1328125,96.63581085,95.8102417,96.44966888,96.84788513,..,97.54233551,97.38710022,..
Albania,ALB,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,..,..,..,..,..,..,89.4886714,90.03095429,90.60551479,91.16545867,91.71065118,92.32297454,92.92140923,93.50574565,94.07581306,94.6311526,95.17216121,95.69849544,96.21027081,96.70656216,97.18802213,97.65496388,98.10790301,98.54729767,98.97364603,99.18306888,99.29879311,99.29903344,99.29926613,..
Albania,ALB,Voice and Accountability: Estimate,VA.EST,..,..,-0.648297846,..,-0.387372851,..,-0.285138667,..,-0.00815021,0.070307687,0.007237499,0.003671788,0.07588996,0.113008469,0.174939081,0.141477332,0.123838224,0.062333763,0.022064038,0.048864443,0.143689781,0.157135263,0.171097502,0.203885168,0.188786596,0.141965285,0.086325444,0.085588962,0.141740188,0.168997228
Albania,ALB,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,..,..,..,..,..,..,..,..,..,..,..,35.186,32.615,30.336,28.166,30.734,29.72,30.011,27.654,30.978,31.392,29.816,27.391,26.228,26.614,25.824,26.236,24.085,23.714,23.586
Albania,ALB,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,..,..,..,..,..,..,..,..,41.805,..,..,35.186,..,33.77,28.166,30.734,29.72,30.011,27.654,30.978,31.392,29.816,27.391,26.228,26.614,25.824,..,..,..,..
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,40.01482109,51.93108535,61.63133217,65.16497863,68.3907504,70.20003532,70.438128,73.41483508,74.4560791,77.63457483,80.71030165,81.82607845,83.71748758,86.79745039,91.01458318,96.23614476,100,104.5242115,113.8179305,117.5218381,120.9498642,126.7366464,134.8448702,142.3842032,148.4639947,151.3616678,155.0172502,166.2188945,181.619932,198.5508576
Algeria,DZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,29.04765612,29.77962649,18.67907586,5.733522754,4.950161638,2.645511134,0.339163189,4.225988349,1.418301923,4.268953958,3.961800303,1.382446567,2.311499185,3.678995747,4.858590628,5.737060361,3.911061955,4.524211505,8.891450911,3.25423911,2.916926921,4.784447007,6.397694803,5.59111591,4.269990205,1.951768211,2.415130941,7.226063074,9.265515516,9.322173759
Algeria,DZA,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Gini index,SI.POV.GINI,..,35.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.6,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,48.93948353,62.0034868,95.62349723,48.91537398,51.66884868,11.91008856,22.47916404,2.038520009,1.437614214,1.996517421,1.037612132,0.791339569,1.081572218,0.744447016,0.448059126,1.723437364,1.014038027,0.599990208,0.476882299,0.491759309,0.679785383,0.451810432,0.440337563,..
Algeria,DZA,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,12.53818009,10.74039517,9.494651696,9.613252425,11.10916281,11.22430717,8.590959552,7.570882821,7.02651009,6.065927689,6.497391661,5.84322751,11.31351277,0.97214035,0.695380944,0.707534449,0.380518376,0.295325842,0.380267383,0.237672589,0.127744017,0.376339888,0.198588642,0.127681235,0.114063818,0.102721141,0.107951543,0.105242842,0.139629728,..
Algeria,DZA,Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,98.6,98.6,98.6,98.6,98.6,98.6,98.7,98.7,99.3,98.8,98.9,99,98.8,99.2,99.3,99.4,99.4,99.5,99.6,99.5,99.7,99.8,100,..
Algeria,DZA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,..,..,..,..,..,..,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.9,97.4,97.5,97.6,97.7,97.8,97.9,98.1,98.3,98.6,98.9,98.7,99.1,99.3,99.3,..
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,1522.825203,1466.54468,1619.532412,1634.46741,1610.302978,1602.864915,1780.376063,1904.215554,1945.191929,2292.317581,2827.227165,3248.099814,3681.290988,4192.663169,5217.991822,4270.858451,4958.259379,5974.570087,6096.090015,6044.674903,6164.644699,4741.49977,4481.081962,4615.868744,4640.314145,4530.101745,3794.409524,4216.251285,5023.252932,5260.20625
Algeria,DZA,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,24.14999962,..,25.42000008,..,..,13.97999954,..,..,..,..,..,..,..,24.10832024,..,..,..,..
Algeria,DZA,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,20.89999962,..,22.75,..,..,11.47999954,..,..,..,..,..,..,..,24.82694054,..,..,..,..
Algeria,DZA,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,27.37999916,..,28.05999947,..,..,17.03000069,..,..,..,..,..,..,..,23.39731979,..,..,..,..
Algeria,DZA,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,54.65999985,..,55,..,..,50.54000092,..,..,..,..,..,..,..,70.42240143,..,..,..,..
Algeria,DZA,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,46.59000015,..,47.29999924,..,..,45.09000015,..,..,..,..,..,..,..,64.00724792,..,..,..,..
Algeria,DZA,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,38.45999908,..,39.54000092,..,..,40.63999939,..,..,..,..,..,..,..,57.5232811,..,..,..,..
Algeria,DZA,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,..,..,..,..,..,..,84.48083033,84.75992765,85.03280736,85.29916446,85.55907097,85.81226093,86.0591315,86.29944001,86.53356808,86.75948537,86.97813321,87.18923758,87.0935397,86.98687657,86.86984244,86.74252069,86.60548295,86.45882378,86.30309419,86.13850435,85.96546957,85.78430125,85.8262894,..
Algeria,DZA,Voice and Accountability: Estimate,VA.EST,..,..,-1.166290164,..,-1.244342446,..,-1.110052228,..,-1.044660211,-1.076718092,-0.802059054,-0.715685964,-0.916875541,-0.984122396,-0.979712248,-1.038418889,-1.022330761,-1.004121184,-0.906026602,-0.893428981,-0.813460827,-0.847631812,-0.861599445,-0.90311408,-0.99526304,-1.053460002,-1.088508606,-1.013778567,-1.011918902,-0.97988379
Algeria,DZA,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,..,..,..,..,..,..,..,..,..,..,..,29.378,27.625,28.071,26.663,25.45,24.53,26,22.7,21.5,22.8,21.2,20.409,20.95,20.385,20.142,21.562,20.391,20.182,20.072
Algeria,DZA,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.45,24.53,26,22.7,21.5,22.8,21.2,..,20.95,..,..,..,..,..,..
American Samoa,ASM,Consumer price index (2010 = 100),FP.CPI.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,8800.72881,9043.682367,8832.818519,8733.014287,8673.927195,9187.166344,10019.50225,12191.59773,10446.86321,10495.30473,11920.06109,12038.87159,12313.99736,13101.54182,13300.82461,12372.88478,13195.9359,13672.57666,15609.77722,16653.71378,19673.3901,..
American Samoa,ASM,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,..,..,..,..,..,..,64.60221264,64.59400206,64.58579149,64.57758091,64.56937033,64.56115976,64.55294918,64.5447386,64.53652803,63.38461659,62.23299621,61.08166687,59.93062858,58.77988134,57.62942515,56.47926001,55.32938592,54.17980287,54.17290202,54.16600116,54.1591003,54.15219944,54.14529859,..
American Samoa,ASM,Voice and Accountability: Estimate,VA.EST,..,..,..,..,..,..,..,..,..,..,0.503726006,0.654332459,0.548463166,0.972128868,0.967198193,0.963811636,0.988284409,1.009051681,1.025671721,1.004731417,..,..,..,..,..,1.318547845,0.970990181,0.980956018,0.952084184,..
American Samoa,ASM,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Consumer price index (2010 = 100),FP.CPI.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Andorra,AND,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Andorra,AND,GDP per capita (current US$),NY.GDP.PCAP.CD,16670.93843,18731.65019,19081.54924,18253.0777,18592.24364,18891.09897,21674.29972,22829.04465,24901.97214,32025.94895,37698.32613,39599.68044,43122.59865,50629.73809,53938.85213,49950.9335,48237.89117,51428.19695,44902.38077,44747.75386,45680.53499,38885.53032,39931.21698,40632.23155,42904.82846,41328.6005,37207.222,42066.49052,42350.69707,46544.72072
Andorra,AND,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..,..,..,..,..,..,..,..,42.29999924,51.45000076,43.90999985,49.95000076,..,..,..,..,..,..,..,47.84000015,47.54999924,47.34999847,..,..,..,..,..,61.22000122,..
Andorra,AND,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS,..,..,..,..,..,..,..,..,..,42.77999878,51.45000076,43.97000122,50.27000046,..,..,..,..,..,..,..,47.59000015,47.27999878,47.04000092,..,..,..,..,..,60.34000015,..
