Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Angola,AGO,"Prevalence of wasting, weight for height (% of children under 5)",SH.STA.WAST.ZS,..,..,..,..,..,4.9,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Control of Corruption: Estimate,CC.EST,1.30177271366119,1.27229809761047,1.26053082942963,1.25358092784882,0.634795427322388,0.642609059810638,0.645367681980133,0.197911337018013,0.236501798033714,0.239614844322205,0.239038527011871,0.231868863105774,0.310727566480637,0.326792687177658
Antigua and Barbuda,ATG,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,1138.85874376018,1139.77919525197,1107.3389825291,1070.86651517496,1159.6811923681,1038.73481136304,1064.91930371026,1013.02633305997,1096.42250587857,1050.43280682188,1141.52873532371,1229.34576599789,..,..
Antigua and Barbuda,ATG,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,14.9423177,15.01666043,15.08208071,15.14142604,15.19274365,15.24180286,15.28549144,15.31493241,15.34364404,15.35576703,15.35550278,..,..,..
Antigua and Barbuda,ATG,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,31,31,30,29,23,27,21,21,19,19,21,..,..,..
Antigua and Barbuda,ATG,Military expenditure (current USD),MS.MIL.XPND.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Population growth (annual %),SP.POP.GROW,1.3640660545341,1.19938337496143,1.0837075607137,0.934326293295174,0.831589247616481,0.786935419380774,0.690288328652049,0.6109561448905,0.554872965946274,0.534443400511753,0.592053942582792,0.597151594527623,0.581875832853236,0.568965860290507
Antigua and Barbuda,ATG,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",SH.STA.STNT.ME.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Prevalence of wasting, weight for height (% of children under 5)",SH.STA.WAST.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,Control of Corruption: Estimate,CC.EST,-0.355230033397675,-0.364098519086838,-0.445909202098846,-0.434306710958481,-0.549791395664215,-0.581265270709991,-0.299235552549362,-0.309002459049225,-0.0992739275097847,-0.107116244733334,-0.163570061326027,-0.422596842050552,-0.447221606969833,-0.360883951187134
Argentina,ARG,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,1693.28200027032,1808.44305508073,1920.12782491183,1960.46583405056,1896.80603394286,2050.68083322739,1997.89109809041,2413.8600637696,2401.31901274169,2346.18668837546,2187.37813848273,2323.07820617451,..,..
Argentina,ARG,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,7.248218211,7.241716576,7.2498831,7.262377083,7.282225353,7.298620807,7.314597162,7.330875529,7.346415366,7.358161142,7.361601633,..,..,..
Argentina,ARG,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,55,50,45,43,42,39,40,38,34,33,45,..,..,..
Argentina,ARG,Military expenditure (current USD),MS.MIL.XPND.CD,3475348407.46349,4051930104.57065,4563217858.77234,5137974300.9699,4979442724.4582,5482616700.96393,4509647660.05234,5459643672.45401,3842852365.3176,3132654926.06745,2830929705.21542,3073433322.80813,2577581833.22657,..
Argentina,ARG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.814878105497939,0.764287094036749,0.784824721019786,0.837736430159436,0.878100919364039,0.850128583186764,0.813140077928875,0.856137916373543,0.732300347538541,0.699696134379197,0.734492612232545,0.630928835372215,0.411211298762518,..
Argentina,ARG,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..,..,..,..,..,..,..,..,..,0.4,..,..,..,..
Argentina,ARG,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,0.8,0.7,0.7,0.7,0.6,..,0.7,0.6,1.1,1.1,1.2,0.9,0.6,..
Argentina,ARG,Population growth (annual %),SP.POP.GROW,0.255582398485167,1.15305928006386,1.13690569378967,1.11910919999772,1.09946109101836,1.07800134449604,1.05718157762752,1.03713389686514,1.01580834908002,0.993397493293046,0.970053991438048,0.947490959333989,0.925835473662058,0.903771167435598
Argentina,ARG,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,2,..,..,..,..,..
Argentina,ARG,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",SH.STA.STNT.ME.ZS,7.1,7,7.1,7.2,7.5,7.7,7.9,8.2,8.3,8.6,8.9,9.2,9.5,..
Argentina,ARG,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,..,..,..,..,..,..,..,..,8.7,..,..,..,..,..
Argentina,ARG,"Prevalence of wasting, weight for height (% of children under 5)",SH.STA.WAST.ZS,..,..,..,..,..,..,..,..,1.7,..,..,..,..,..
Armenia,ARM,Control of Corruption: Estimate,CC.EST,-0.695039570331573,-0.664559423923492,-0.588001489639282,-0.53053343296051,-0.565446794033051,-0.609746634960175,-0.659795224666595,-0.637015163898468,-0.409369438886642,-0.227039858698845,-0.003474973840639,0.0486846454441547,0.0279071740806103,0.0583996474742889
Armenia,ARM,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,677,739,847,1014,1030,1025,1091,1296,1355,1698,1725,1924,..,..
Armenia,ARM,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,8.253041091,8.272735262,8.283413515,8.289332082,8.29817599,8.304358593,8.307936276,8.298032132,8.285772848,8.273699292,8.272253773,..,..,..
Armenia,ARM,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,33,31,29,27,28,25,24,25,25,25,27,..,..,..
Armenia,ARM,Military expenditure (current USD),MS.MIL.XPND.CD,395011507.787829,390871433.902191,380571678.896068,444551859.501106,457807021.791353,447379807.506819,431396218.601658,443610413.340995,513252026.482368,652000174.824083,633960400.11526,619435471.710093,795201580.049707,..
Armenia,ARM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,4.26564605593771,3.85394644115574,3.58376691873744,3.99724455730484,3.94337826474581,4.23922578573229,4.09034921699325,3.84973057654684,4.11988615256896,4.78770584078564,4.98254372367497,4.47078156298276,4.31710667230517,..
Armenia,ARM,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..,..,..,..,..,0.2,..,..,..,..,..,..,..,..
Armenia,ARM,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,..,..,..,..,1.5,1.2,1.1,0.8,1.3,1,0.4,0.5,0.8,..
Armenia,ARM,Population growth (annual %),SP.POP.GROW,-0.609179750926293,-0.589489609644367,-0.498170160314836,-0.44829630947071,-0.395592881362063,-0.392995248824912,-0.444257166904663,-0.486625263030829,-0.54025108197947,-0.564065542556681,-0.533006606500067,-0.522963242641951,-0.377102034390101,-0.0899173371650819
Armenia,ARM,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,5.3,..,..,..,..,..,2.6,..,..,..,..,..,..,..
Armenia,ARM,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",SH.STA.STNT.ME.ZS,16.4,15.1,13.9,12.9,12,11.2,10.4,9.7,9.1,8.5,8,7.5,7.2,..
Armenia,ARM,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,20.9,..,..,..,..,..,9.4,..,..,..,..,..,..,..
Armenia,ARM,"Prevalence of wasting, weight for height (% of children under 5)",SH.STA.WAST.ZS,4.1,..,..,..,..,..,4.4,..,..,..,..,..,..,..
Aruba,ABW,Control of Corruption: Estimate,CC.EST,1.12129557132721,1.10294651985168,1.09523594379425,1.11960065364838,1.01400101184845,1.24830114841461,1.23269331455231,1.23961400985718,1.20740139484406,1.17443084716797,1.1988273859024,0.800938904285431,0.756486594676971,0.709075331687927
Aruba,ABW,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Military expenditure (current USD),MS.MIL.XPND.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Population growth (annual %),SP.POP.GROW,1.13154104048985,0.939355909629835,0.810230587788097,0.749301039347625,0.691615260101675,0.63795916173479,0.590062487333077,0.537295706145068,0.494795263046989,0.451969658863314,0.134255302359952,-0.0450446230906329,-0.0863922826549927,-0.157952665853709
Aruba,ABW,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",SH.STA.STNT.ME.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Prevalence of wasting, weight for height (% of children under 5)",SH.STA.WAST.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Control of Corruption: Estimate,CC.EST,2.02361083030701,2.03790903091431,1.97750723361969,1.77783310413361,1.84927213191986,1.84130811691284,1.77225196361542,1.75297474861145,1.7674548625946,1.78807365894318,1.63298058509827,1.70738875865936,1.76436710357666,1.78120493888855
Australia,AUS,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,3607.32119862404,3791.20094935004,3807.51201477603,4182.5130829639,4682.65337459934,4807.89635171632,5059.24596164933,5133.73032477183,5331.50783540381,5390.86315420617,5955.18719180224,6488.26900622656,..,..
Australia,AUS,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,6.369245846,6.393583447,6.415895605,6.433600189,6.449094012,6.462710466,6.477329547,6.494630549,6.513477917,6.533125137,6.553680899,..,..,..
Australia,AUS,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,5,6,6,6,5,5,5,5,4,5,3,..,..,..
Australia,AUS,Military expenditure (current USD),MS.MIL.XPND.CD,23217692815.7335,26597198655.3381,26216580848.4356,24825262588.8168,25783708714.0042,24046205860.2554,26382947050.0183,27691112416.8515,26839820914.4018,26079346314.3255,27300894700.6194,32718066816.8168,32298918664.3295,..
